,Unnamed: 0.1,Unnamed: 0,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang,Negative,Neutral,Positive,Roberta_Sentiment
3429,3429,6033,NUNNER Logistics BV,Trucking company,51.4425821,5.7012394,Helmond,3.8,307,UyHqc,1,48,2021-11-25 21:32:39,2022-09-29,5," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3430,3430,7482,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,e2fid,0,54,2020-09-27 21:32:39,2022-09-23,4," Fast loading

",NOT_ENG,4.157009720802307,63.86447548866272,31.97850584983826,Neutral
3431,3431,5048,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,x#@Cr,1,226,2020-09-27 21:32:39,2022-09-24,4," Nice space, modern and serious staff.

",NOT_ENG,0.3446809714660048,4.373909160494804,95.28141617774963,Positive
3432,3432,5049,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,SSzuT,1,36,2020-09-27 21:32:39,2022-09-24,2," Very slow help

",NOT_ENG,71.00886702537537,26.60559713840485,2.385528013110161,Negative
3433,3433,5050,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,WSxjl,0,147,2020-09-27 21:32:39,2022-09-24,2," No atmosphere.

",NOT_ENG,40.7745748758316,52.36355066299438,6.86187669634819,Neutral
3436,3436,3074,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,90gdy,1,29,2018-09-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3437,3437,3075,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,BX4Ul,0,1,2015-09-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3438,3438,3934,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,9nySG,1,644,2019-09-27 21:32:39,2022-09-29,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3439,3439,4697,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Rv09I,0,2,2018-09-27 21:32:39,2022-09-25,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3440,3440,5051,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,Kj$ye,0,82,2020-09-27 21:32:39,2022-09-24,4," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3441,3441,5764,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,P62Z@,0,9,2022-06-27 21:32:39,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
3449,3449,3076,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,RRCjy,1,181,2019-09-27 21:32:39,2022-09-24,5," Super

",NOT_ENG,9.54107865691185,42.61007308959961,47.84885346889496,Positive
3451,3451,6057,NUNNER Logistics BV,Trucking company,51.4425821,5.7012394,Helmond,3.8,307,roIIk,0,7,2018-09-27 21:32:39,2022-09-29,5," Super

",NOT_ENG,9.54107865691185,42.61007308959961,47.84885346889496,Positive
3454,3454,471,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Cu%ZM,1,30,2021-09-27 21:32:39,2022-09-29,4,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3456,3456,1765,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,ry^hH,0,1,2022-09-20 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3457,3457,1766,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,esN$K,0,1,2022-08-27 21:32:39,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3459,3459,4880,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,zbKNz,1,44,2020-09-27 21:32:39,2022-09-24,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3462,3462,7459,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,VpxhT,0,26,2020-09-27 21:32:39,2022-09-23,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
3467,3467,475,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,a!eIE,0,18,2020-09-27 21:32:39,2022-09-29,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3468,3468,1435,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,x#kZV,1,1773,2017-09-27 21:32:39,2022-09-25,4,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3470,3470,5627,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,cIMLn,1,19,2021-09-27 21:32:39,2022-09-23,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3492,3492,6556,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,34iu*,1,19,2020-09-27 21:32:39,2022-09-25,1," Slowly

",NOT_ENG,17.52628982067108,68.72800588607788,13.74571323394775,Neutral
3498,3498,4236,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,yVYfc,0,1,2022-08-27 21:32:39,2022-09-24,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
3499,3499,4702,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Kw$qB,0,6,2021-12-26 21:32:39,2022-09-25,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
3526,3526,477,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,sCqct,1,38,2022-09-25 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3527,3527,787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,Hc^^4,1,23,2022-05-28 21:32:39,2022-09-23,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3531,3531,3814,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,HVIv0,1,20,2021-09-27 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3532,3532,3816,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,wtagr,0,18,2021-09-27 21:32:39,2022-09-29,1,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3547,3547,477,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,sCqct,1,38,2022-09-25 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3548,3548,787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,Hc^^4,1,23,2022-05-28 21:32:39,2022-09-23,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3552,3552,3814,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,HVIv0,1,20,2021-09-27 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3553,3553,3816,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,wtagr,0,18,2021-09-27 21:32:39,2022-09-29,1,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3633,3633,3425,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,VN%(%,1,26,2017-09-27 21:32:39,2022-09-23,5," Great company

",NOT_ENG,0.7738573476672173,8.077278733253479,91.14885926246643,Positive
3635,3635,7475,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,Irx2x,1,199,2021-09-27 21:32:39,2022-09-23,4," Great company

",NOT_ENG,0.7738573476672173,8.077278733253479,91.14885926246643,Positive
3637,3637,4699,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,tZZ^j,1,39,2019-09-27 21:32:39,2022-09-25,3," Friendly people

",NOT_ENG,2.043135836720467,31.69510066509247,66.26176238059998,Positive
3689,3689,814,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,WR3k5,1,26,2021-11-25 21:32:39,2022-09-23,5," Top company

",NOT_ENG,2.604871988296509,35.37892997264862,62.01618909835815,Positive
3695,3695,5625,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,x#kZV,1,1773,2019-09-27 21:32:39,2022-09-23,5,Top! Super fast unloading!,ENG,0.4519982729107141,11.33068799972534,88.21731209754944,Positive
3696,3696,5626,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,^97EE,1,28,2021-09-27 21:32:39,2022-09-23,3,Very good company!!!,ENG,0.3520313417539001,2.915455587208271,96.73251509666443,Positive
3698,3698,475,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,a!eIE,0,18,2020-09-27 21:32:39,2022-09-29,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3699,3699,1435,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,x#kZV,1,1773,2017-09-27 21:32:39,2022-09-25,4,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3701,3701,5627,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,cIMLn,1,19,2021-09-27 21:32:39,2022-09-23,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
3702,3702,5628,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,zoGEk,0,19,2018-09-27 21:32:39,2022-09-23,5,Top bedrihf,ENG,7.973938435316086,78.03327441215515,13.99278789758682,Neutral
3703,3703,5629,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,b&GH^,1,4,2022-08-27 21:32:39,2022-09-23,5," Pleasant disappointment, good machine, normal people.
They even offered me pizza.
👍👍👍

",NOT_ENG,12.43205145001411,23.86470586061478,63.70324492454529,Positive
3704,3704,5630,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Hm@Kg,0,53,2021-11-25 21:32:39,2022-09-23,5," The firm is good. The staff is polite. Ramps. Loading 5 min. Have coffee! 👍👍👍

",NOT_ENG,0.3483988810330629,2.232219651341438,97.4193811416626,Positive
3705,3705,5631,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,INY04,1,41,2021-09-27 21:32:39,2022-09-23,4," DNA is the first person to come, you can be a little inexperienced, you can handle your business on the phone with the operator number provided, coffee break is suitable for you

",NOT_ENG,2.974321320652962,48.58223795890808,48.44344258308411,Neutral
3706,3706,5632,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,*))Ji,1,155,2021-09-27 21:32:39,2022-09-23,5," Cool. A slight wait in the morning before someone comes to the window, but it's understandable. But there is coffee or chocolate.

",NOT_ENG,1.107238978147507,22.45058119297028,76.44218802452087,Positive
3707,3707,5633,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,TXNrz,1,44,2022-05-28 21:32:39,2022-09-23,5," Quick unloading at a few ramps

",NOT_ENG,2.878138236701488,83.49143862724304,13.63043189048767,Neutral
3708,3708,5634,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,a0!YC,1,84,2021-09-27 21:32:39,2022-09-23,5," Friendly staff, they work quickly, at the time of checkout, the truck can be parked on a tile, in front of the office building, in the office there are comfortable sofas and free coffee for waiting. Work from 8.00

",NOT_ENG,0.3408399876207113,9.569026529788971,90.09014964103699,Positive
3709,3709,5635,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,zRALW,1,79,2020-09-27 21:32:39,2022-09-23,5," The best level of service I've been to. Great approach, willingness, they loaded me after work hours, facilities for drivers, sofas, free coffee and chocolate, speed, professionalism, orientation

",NOT_ENG,0.5109495017677546,3.261498734354973,96.2275505065918,Positive
3710,3710,5636,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,xz0cD,1,428,2021-09-27 21:32:39,2022-09-23,5," Quickly efficient, you can wait in the street. Good access

",NOT_ENG,2.347568050026894,18.44335049390793,79.20908331871033,Positive
3711,3711,5637,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Owha#,1,23,2021-09-27 21:32:39,2022-09-23,3," Opening at 8, because at 7:22 the door was not opened

",NOT_ENG,43.28255951404572,54.73936200141907,1.978079974651337,Neutral
3712,3712,5638,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Xc8Nn,1,60,2021-11-25 21:32:39,2022-09-23,3," Nice people at the office, rude on the ramp

",NOT_ENG,23.77972453832626,37.33375072479248,38.8865202665329,Positive
3713,3713,5639,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,jAvPg,0,29,2021-09-27 21:32:39,2022-09-23,4," Friendly staff, and plenty of coffee

",NOT_ENG,0.3183299908414483,11.48490235209465,88.19677233695984,Positive
3714,3714,5640,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Gi(B*,1,366,2020-09-27 21:32:39,2022-09-23,4," Unloaded workers involved in a good business

",NOT_ENG,2.466111443936825,33.59717130661011,63.93671035766602,Positive
3715,3715,5641,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,roQd#,1,14,2020-09-27 21:32:39,2022-09-23,5," Free coffee and hard waiting, be patient ...

",NOT_ENG,4.616526141762733,46.50168418884277,48.88178706169128,Positive
3716,3716,5642,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,l*EJ0,1,55,2020-09-27 21:32:39,2022-09-23,5," Fast loading. There is no parking. Free coffee-chocolate.

",NOT_ENG,1.7830990254879,25.95869898796082,72.25819230079651,Positive
3717,3717,5643,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,iV%P),1,408,2018-09-27 21:32:39,2022-09-23,5," Is only the opening hours not listed on the website?

",NOT_ENG,26.29744410514832,70.95751762390137,2.745024114847183,Neutral
3718,3718,5644,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,oQea5,0,26,2021-09-27 21:32:39,2022-09-23,5," Great company, great staff.

",NOT_ENG,0.591782946139574,3.631654381752014,95.77657580375671,Positive
3719,3719,5645,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,vUPPY,0,32,2021-09-27 21:32:39,2022-09-23,5," Good access and fast unloading.

",NOT_ENG,0.8690669201314449,20.14727145433426,78.98367643356323,Positive
3720,3720,5646,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,yj831,0,19,2020-09-27 21:32:39,2022-09-23,5," Loading time 15 minutes.

",NOT_ENG,12.33816891908646,78.41484546661377,9.246977418661118,Neutral
3721,3721,5647,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,RyfG^,0,3,2021-09-27 21:32:39,2022-09-23,3,Den ehi parkink,ENG,11.79249063134193,77.3639440536499,10.84357276558876,Neutral
3722,3722,5648,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,YZf35,1,184,2018-09-27 21:32:39,2022-09-23,5," Fast and friendly help

",NOT_ENG,1.2727833352983,47.22568988800049,51.50152444839478,Positive
3725,3725,576,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,xq0iX,1,68,2017-09-27 21:32:39,2022-09-29,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
3727,3727,2908,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,dKz!9,1,68,2022-07-28 21:32:39,2022-09-30,4," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
3728,3728,2945,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,LOTzI,0,20,2021-09-27 21:32:39,2022-09-30,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
3731,3731,5649,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Irx2x,1,199,2021-09-27 21:32:39,2022-09-23,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
3732,3732,5767,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,ZbLr^,1,32,2022-07-28 21:32:39,2022-09-24,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
3736,3736,5650,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,7QD#%,1,357,2018-09-27 21:32:39,2022-09-23,4," Well arranged top ... !!

",NOT_ENG,2.842235378921032,35.5695903301239,61.58818006515503,Positive
3737,3737,5651,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,zoGEk,0,14,2017-09-27 21:32:39,2022-09-23,5," Top Company

",NOT_ENG,3.385983780026436,54.03823852539062,42.57578253746033,Neutral
3750,3750,477,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,sCqct,1,38,2022-09-25 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3751,3751,787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,Hc^^4,1,23,2022-05-28 21:32:39,2022-09-23,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3755,3755,3814,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,HVIv0,1,20,2021-09-27 21:32:39,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3756,3756,3816,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,wtagr,0,18,2021-09-27 21:32:39,2022-09-29,1,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
3761,3761,5755,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,gE0T0,1,182,2017-09-27 21:32:39,2022-09-24,1,"This company is a joke! I was working there, 15 hours in one day, and next day? ANOTHER 15 HOURS! now they don't want to pay me back my money! They ""miss calculated"" my overtime hours, they forgot to send hours in another week, it's a ridiculous company for slaves not humans. Looking cheap way to deliver products and use people. I DO NOT RECOMMEND THIS PLACE! OR FOR DELIVER OR FOR WORK! Horrible nightmare.",ENG,97.88997173309326,1.837336830794811,0.2726895269006491,Negative
3762,3762,5756,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,xIlYm,1,401,2022-09-13 21:32:39,2022-09-24,5," Good company, friendly staff. Helped quickly

",NOT_ENG,0.2507838420569897,3.541098907589912,96.20811343193054,Positive
3763,3763,5757,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,Hlqfm,1,80,2021-10-28 21:32:39,2022-09-24,5," Nice company friendly people different transport from caddy to tractor trailer with or without cage monkey box trucks and vans

",NOT_ENG,0.573869002982974,12.65800893306732,86.76810264587402,Positive
3764,3764,5758,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,hO)Cn,0,21,2022-07-28 21:32:39,2022-09-24,4," I come there almost every day, friendly people, unloaded/loaded smoothly.

",NOT_ENG,0.3508321940898895,10.85880473256111,88.79035115242004,Positive
3765,3765,5759,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,6ZR(A,1,50,2022-03-27 21:32:39,2022-09-24,5," It's always fast and good here. A Pole in the office without a problem. Coffee for free and toilet.

",NOT_ENG,0.287376600317657,3.092360869050026,96.62027359008789,Positive
